Dealer_Up,Drawn_Cards,Num_of_Hits,Did_YOU_Win
6 of Spades,"['6 of Spades', '4 of Spades', 'Ace of Diamonds', '7 of Diamonds', '10 of Clubs', '2 of Diamonds', '8 of Diamonds', 'King of Clubs', 'Ace of Hearts', '5 of Diamonds', '2 of Spades', 'Jack of Clubs', 'Jack of Diamonds']",57,False
6 of Spades,"['6 of Spades', '4 of Spades', 'Ace of Diamonds', '7 of Diamonds', '10 of Clubs', '2 of Diamonds', '8 of Diamonds', 'King of Clubs', 'Ace of Hearts', '5 of Diamonds', '2 of Spades', 'Jack of Clubs', 'Jack of Diamonds']",0,False
6 of Spades,"['6 of Spades', '4 of Spades', 'Ace of Diamonds', '7 of Diamonds', '10 of Clubs', '2 of Diamonds', '8 of Diamonds', 'King of Clubs', 'Ace of Hearts', '5 of Diamonds', '2 of Spades', 'Jack of Clubs', 'Jack of Diamonds']",28,False
6 of Spades,"['6 of Spades', '4 of Spades', 'Ace of Diamonds', '7 of Diamonds', '10 of Clubs', '2 of Diamonds', '8 of Diamonds', 'King of Clubs', 'Ace of Hearts', '5 of Diamonds', '2 of Spades', 'Jack of Clubs', 'Jack of Diamonds']",0,False
6 of Spades,"['6 of Spades', 'Queen of Hearts', '9 of Spades', '5 of Diamonds', '7 of Clubs', '4 of Diamonds', '6 of Hearts', 'King of Spades', '5 of Spades', '7 of Diamonds', '10 of Diamonds']",83,True
6 of Spades,"['6 of Spades', 'Queen of Hearts', '9 of Spades', '5 of Diamonds', '7 of Clubs', '4 of Diamonds', '6 of Hearts', 'King of Spades', '5 of Spades', '7 of Diamonds', '10 of Diamonds']",57,False
6 of Spades,"['6 of Spades', 'Queen of Hearts', '9 of Spades', '5 of Diamonds', '7 of Clubs', '4 of Diamonds', '6 of Hearts', 'King of Spades', '5 of Spades', '7 of Diamonds', '10 of Diamonds']",0,False
6 of Spades,"['6 of Spades', 'Queen of Hearts', '9 of Spades', '5 of Diamonds', '7 of Clubs', '4 of Diamonds', '6 of Hearts', 'King of Spades', '5 of Spades', '7 of Diamonds', '10 of Diamonds']",28,False
6 of Spades,"['6 of Spades', 'Queen of Hearts', '9 of Spades', '5 of Diamonds', '7 of Clubs', '4 of Diamonds', '6 of Hearts', 'King of Spades', '5 of Spades', '7 of Diamonds', '10 of Diamonds']",0,False
8 of Clubs,"['8 of Clubs', '8 of Diamonds', 'Queen of Hearts', 'King of Spades', 'Jack of Clubs', 'King of Diamonds', '10 of Clubs', '7 of Clubs', 'Ace of Hearts', 'Jack of Spades', '4 of Hearts']",83,True
8 of Clubs,"['8 of Clubs', '8 of Diamonds', 'Queen of Hearts', 'King of Spades', 'Jack of Clubs', 'King of Diamonds', '10 of Clubs', '7 of Clubs', 'Ace of Hearts', 'Jack of Spades', '4 of Hearts']",57,True
8 of Clubs,"['8 of Clubs', '8 of Diamonds', 'Queen of Hearts', 'King of Spades', 'Jack of Clubs', 'King of Diamonds', '10 of Clubs', '7 of Clubs', 'Ace of Hearts', 'Jack of Spades', '4 of Hearts']",0,True
8 of Clubs,"['8 of Clubs', '8 of Diamonds', 'Queen of Hearts', 'King of Spades', 'Jack of Clubs', 'King of Diamonds', '10 of Clubs', '7 of Clubs', 'Ace of Hearts', 'Jack of Spades', '4 of Hearts']",28,False
8 of Clubs,"['8 of Clubs', '8 of Diamonds', 'Queen of Hearts', 'King of Spades', 'Jack of Clubs', 'King of Diamonds', '10 of Clubs', '7 of Clubs', 'Ace of Hearts', 'Jack of Spades', '4 of Hearts']",0,False
King of Diamonds,"['King of Diamonds', 'Ace of Hearts', '10 of Hearts', 'Ace of Diamonds', '10 of Spades', '7 of Spades', 'Ace of Clubs', 'Jack of Spades', '4 of Clubs', 'King of Clubs', '6 of Diamonds']",84,True
King of Diamonds,"['King of Diamonds', 'Ace of Hearts', '10 of Hearts', 'Ace of Diamonds', '10 of Spades', '7 of Spades', 'Ace of Clubs', 'Jack of Spades', '4 of Clubs', 'King of Clubs', '6 of Diamonds', '8 of Diamonds']",59,False
King of Diamonds,"['King of Diamonds', 'Ace of Hearts', '10 of Hearts', 'Ace of Diamonds', '10 of Spades', '7 of Spades', 'Ace of Clubs', 'Jack of Spades', '4 of Clubs', 'King of Clubs', '6 of Diamonds', '8 of Diamonds', '2 of Hearts', 'Jack of Hearts']",0,False
King of Diamonds,"['King of Diamonds', 'Ace of Hearts', '10 of Hearts', 'Ace of Diamonds', '10 of Spades', '7 of Spades', 'Ace of Clubs', 'Jack of Spades', '4 of Clubs', 'King of Clubs', '6 of Diamonds', '8 of Diamonds', '2 of Hearts', 'Jack of Hearts']",29,False
King of Diamonds,"['King of Diamonds', 'Ace of Hearts', '10 of Hearts', 'Ace of Diamonds', '10 of Spades', '7 of Spades', 'Ace of Clubs', 'Jack of Spades', '4 of Clubs', 'King of Clubs', '6 of Diamonds', '8 of Diamonds', '2 of Hearts', 'Jack of Hearts', '9 of Clubs']",0,False
5 of Spades,"['5 of Spades', '9 of Spades', '10 of Clubs', '10 of Diamonds', 'Jack of Spades', '9 of Diamonds', '7 of Spades', '9 of Clubs', '6 of Hearts', 'Queen of Diamonds', 'Queen of Clubs']",84,False
5 of Spades,"['5 of Spades', '9 of Spades', '10 of Clubs', '10 of Diamonds', 'Jack of Spades', '9 of Diamonds', '7 of Spades', '9 of Clubs', '6 of Hearts', 'Queen of Diamonds', 'Queen of Clubs']",59,False
5 of Spades,"['5 of Spades', '9 of Spades', '10 of Clubs', '10 of Diamonds', 'Jack of Spades', '9 of Diamonds', '7 of Spades', '9 of Clubs', '6 of Hearts', 'Queen of Diamonds', 'Queen of Clubs']",0,False
5 of Spades,"['5 of Spades', '9 of Spades', '10 of Clubs', '10 of Diamonds', 'Jack of Spades', '9 of Diamonds', '7 of Spades', '9 of Clubs', '6 of Hearts', 'Queen of Diamonds', 'Queen of Clubs']",30,False
5 of Spades,"['5 of Spades', '9 of Spades', '10 of Clubs', '10 of Diamonds', 'Jack of Spades', '9 of Diamonds', '7 of Spades', '9 of Clubs', '6 of Hearts', 'Queen of Diamonds', 'Queen of Clubs', '2 of Spades']",0,False
3 of Hearts,"['3 of Hearts', 'Queen of Spades', '6 of Hearts', 'Jack of Clubs', 'King of Diamonds', '4 of Clubs', '8 of Clubs', 'Ace of Spades', '6 of Spades', '3 of Clubs', 'Ace of Hearts']",85,True
3 of Hearts,"['3 of Hearts', 'Queen of Spades', '6 of Hearts', 'Jack of Clubs', 'King of Diamonds', '4 of Clubs', '8 of Clubs', 'Ace of Spades', '6 of Spades', '3 of Clubs', 'Ace of Hearts', '5 of Clubs']",59,True
3 of Hearts,"['3 of Hearts', 'Queen of Spades', '6 of Hearts', 'Jack of Clubs', 'King of Diamonds', '4 of Clubs', '8 of Clubs', 'Ace of Spades', '6 of Spades', '3 of Clubs', 'Ace of Hearts', '5 of Clubs']",0,True
3 of Hearts,"['3 of Hearts', 'Queen of Spades', '6 of Hearts', 'Jack of Clubs', 'King of Diamonds', '4 of Clubs', '8 of Clubs', 'Ace of Spades', '6 of Spades', '3 of Clubs', 'Ace of Hearts', '5 of Clubs']",31,True
3 of Hearts,"['3 of Hearts', 'Queen of Spades', '6 of Hearts', 'Jack of Clubs', 'King of Diamonds', '4 of Clubs', '8 of Clubs', 'Ace of Spades', '6 of Spades', '3 of Clubs', 'Ace of Hearts', '5 of Clubs', '4 of Spades']",0,True
4 of Diamonds,"['4 of Diamonds', '3 of Diamonds', '4 of Spades', 'King of Hearts', '5 of Diamonds', '10 of Hearts', '3 of Clubs', '2 of Hearts', '8 of Diamonds', '9 of Spades', 'Queen of Clubs']",87,False
4 of Diamonds,"['4 of Diamonds', '3 of Diamonds', '4 of Spades', 'King of Hearts', '5 of Diamonds', '10 of Hearts', '3 of Clubs', '2 of Hearts', '8 of Diamonds', '9 of Spades', 'Queen of Clubs', '2 of Spades', 'Jack of Clubs']",59,False
4 of Diamonds,"['4 of Diamonds', '3 of Diamonds', '4 of Spades', 'King of Hearts', '5 of Diamonds', '10 of Hearts', '3 of Clubs', '2 of Hearts', '8 of Diamonds', '9 of Spades', 'Queen of Clubs', '2 of Spades', 'Jack of Clubs']",0,False
4 of Diamonds,"['4 of Diamonds', '3 of Diamonds', '4 of Spades', 'King of Hearts', '5 of Diamonds', '10 of Hearts', '3 of Clubs', '2 of Hearts', '8 of Diamonds', '9 of Spades', 'Queen of Clubs', '2 of Spades', 'Jack of Clubs']",33,False
4 of Diamonds,"['4 of Diamonds', '3 of Diamonds', '4 of Spades', 'King of Hearts', '5 of Diamonds', '10 of Hearts', '3 of Clubs', '2 of Hearts', '8 of Diamonds', '9 of Spades', 'Queen of Clubs', '2 of Spades', 'Jack of Clubs', '5 of Spades', 'King of Clubs']",0,False
8 of Clubs,"['8 of Clubs', '8 of Diamonds', '3 of Spades', '8 of Hearts', 'Ace of Spades', 'Ace of Diamonds', 'King of Hearts', '7 of Clubs', 'Ace of Hearts', '4 of Clubs', 'King of Diamonds']",90,False
8 of Clubs,"['8 of Clubs', '8 of Diamonds', '3 of Spades', '8 of Hearts', 'Ace of Spades', 'Ace of Diamonds', 'King of Hearts', '7 of Clubs', 'Ace of Hearts', '4 of Clubs', 'King of Diamonds', '2 of Hearts', '3 of Hearts', 'Jack of Spades']",60,False
8 of Clubs,"['8 of Clubs', '8 of Diamonds', '3 of Spades', '8 of Hearts', 'Ace of Spades', 'Ace of Diamonds', 'King of Hearts', '7 of Clubs', 'Ace of Hearts', '4 of Clubs', 'King of Diamonds', '2 of Hearts', '3 of Hearts', 'Jack of Spades', '9 of Spades']",0,False
8 of Clubs,"['8 of Clubs', '8 of Diamonds', '3 of Spades', '8 of Hearts', 'Ace of Spades', 'Ace of Diamonds', 'King of Hearts', '7 of Clubs', 'Ace of Hearts', '4 of Clubs', 'King of Diamonds', '2 of Hearts', '3 of Hearts', 'Jack of Spades', '9 of Spades']",33,False
8 of Clubs,"['8 of Clubs', '8 of Diamonds', '3 of Spades', '8 of Hearts', 'Ace of Spades', 'Ace of Diamonds', 'King of Hearts', '7 of Clubs', 'Ace of Hearts', '4 of Clubs', 'King of Diamonds', '2 of Hearts', '3 of Hearts', 'Jack of Spades', '9 of Spades']",0,False
Queen of Spades,"['Queen of Spades', 'Queen of Hearts', '9 of Diamonds', '6 of Diamonds', '5 of Diamonds', '4 of Diamonds', '7 of Hearts', '3 of Diamonds', '7 of Diamonds', '6 of Hearts', '6 of Clubs']",90,True
Queen of Spades,"['Queen of Spades', 'Queen of Hearts', '9 of Diamonds', '6 of Diamonds', '5 of Diamonds', '4 of Diamonds', '7 of Hearts', '3 of Diamonds', '7 of Diamonds', '6 of Hearts', '6 of Clubs']",64,False
Queen of Spades,"['Queen of Spades', 'Queen of Hearts', '9 of Diamonds', '6 of Diamonds', '5 of Diamonds', '4 of Diamonds', '7 of Hearts', '3 of Diamonds', '7 of Diamonds', '6 of Hearts', '6 of Clubs', 'Ace of Clubs', '2 of Clubs', 'Ace of Hearts', '8 of Spades']",0,True
Queen of Spades,"['Queen of Spades', 'Queen of Hearts', '9 of Diamonds', '6 of Diamonds', '5 of Diamonds', '4 of Diamonds', '7 of Hearts', '3 of Diamonds', '7 of Diamonds', '6 of Hearts', '6 of Clubs', 'Ace of Clubs', '2 of Clubs', 'Ace of Hearts', '8 of Spades']",34,True
Queen of Spades,"['Queen of Spades', 'Queen of Hearts', '9 of Diamonds', '6 of Diamonds', '5 of Diamonds', '4 of Diamonds', '7 of Hearts', '3 of Diamonds', '7 of Diamonds', '6 of Hearts', '6 of Clubs', 'Ace of Clubs', '2 of Clubs', 'Ace of Hearts', '8 of Spades', '10 of Diamonds']",0,True
7 of Spades,"['7 of Spades', '7 of Clubs', '9 of Diamonds', 'King of Clubs', 'Jack of Diamonds', 'Queen of Clubs', '4 of Clubs', '9 of Hearts', 'Jack of Spades', '4 of Spades', '2 of Hearts']",91,False
7 of Spades,"['7 of Spades', '7 of Clubs', '9 of Diamonds', 'King of Clubs', 'Jack of Diamonds', 'Queen of Clubs', '4 of Clubs', '9 of Hearts', 'Jack of Spades', '4 of Spades', '2 of Hearts', 'Ace of Clubs']",64,True
7 of Spades,"['7 of Spades', '7 of Clubs', '9 of Diamonds', 'King of Clubs', 'Jack of Diamonds', 'Queen of Clubs', '4 of Clubs', '9 of Hearts', 'Jack of Spades', '4 of Spades', '2 of Hearts', 'Ace of Clubs']",0,False
7 of Spades,"['7 of Spades', '7 of Clubs', '9 of Diamonds', 'King of Clubs', 'Jack of Diamonds', 'Queen of Clubs', '4 of Clubs', '9 of Hearts', 'Jack of Spades', '4 of Spades', '2 of Hearts', 'Ace of Clubs']",34,True
7 of Spades,"['7 of Spades', '7 of Clubs', '9 of Diamonds', 'King of Clubs', 'Jack of Diamonds', 'Queen of Clubs', '4 of Clubs', '9 of Hearts', 'Jack of Spades', '4 of Spades', '2 of Hearts', 'Ace of Clubs']",0,False
Jack of Diamonds,"['Jack of Diamonds', '7 of Spades', 'King of Hearts', '5 of Spades', '9 of Hearts', '8 of Hearts', '5 of Hearts', 'Jack of Spades', '10 of Diamonds', 'King of Clubs', '7 of Diamonds']",91,True
Jack of Diamonds,"['Jack of Diamonds', '7 of Spades', 'King of Hearts', '5 of Spades', '9 of Hearts', '8 of Hearts', '5 of Hearts', 'Jack of Spades', '10 of Diamonds', 'King of Clubs', '7 of Diamonds']",65,True
Jack of Diamonds,"['Jack of Diamonds', '7 of Spades', 'King of Hearts', '5 of Spades', '9 of Hearts', '8 of Hearts', '5 of Hearts', 'Jack of Spades', '10 of Diamonds', 'King of Clubs', '7 of Diamonds', '4 of Clubs']",0,True
Jack of Diamonds,"['Jack of Diamonds', '7 of Spades', 'King of Hearts', '5 of Spades', '9 of Hearts', '8 of Hearts', '5 of Hearts', 'Jack of Spades', '10 of Diamonds', 'King of Clubs', '7 of Diamonds', '4 of Clubs']",34,True
Jack of Diamonds,"['Jack of Diamonds', '7 of Spades', 'King of Hearts', '5 of Spades', '9 of Hearts', '8 of Hearts', '5 of Hearts', 'Jack of Spades', '10 of Diamonds', 'King of Clubs', '7 of Diamonds', '4 of Clubs']",0,True
3 of Diamonds,"['3 of Diamonds', '4 of Hearts', '10 of Spades', '5 of Spades', 'King of Clubs', '2 of Diamonds', 'King of Diamonds', 'Jack of Hearts', '4 of Clubs', '9 of Hearts', 'King of Spades']",92,True
3 of Diamonds,"['3 of Diamonds', '4 of Hearts', '10 of Spades', '5 of Spades', 'King of Clubs', '2 of Diamonds', 'King of Diamonds', 'Jack of Hearts', '4 of Clubs', '9 of Hearts', 'King of Spades', '4 of Diamonds']",65,False
3 of Diamonds,"['3 of Diamonds', '4 of Hearts', '10 of Spades', '5 of Spades', 'King of Clubs', '2 of Diamonds', 'King of Diamonds', 'Jack of Hearts', '4 of Clubs', '9 of Hearts', 'King of Spades', '4 of Diamonds']",0,False
3 of Diamonds,"['3 of Diamonds', '4 of Hearts', '10 of Spades', '5 of Spades', 'King of Clubs', '2 of Diamonds', 'King of Diamonds', 'Jack of Hearts', '4 of Clubs', '9 of Hearts', 'King of Spades', '4 of Diamonds']",34,False
3 of Diamonds,"['3 of Diamonds', '4 of Hearts', '10 of Spades', '5 of Spades', 'King of Clubs', '2 of Diamonds', 'King of Diamonds', 'Jack of Hearts', '4 of Clubs', '9 of Hearts', 'King of Spades', '4 of Diamonds']",0,True
Queen of Hearts,"['Queen of Hearts', '6 of Diamonds', 'Ace of Spades', 'Queen of Diamonds', 'Jack of Spades', 'Ace of Clubs', '8 of Clubs', 'Jack of Diamonds', '6 of Spades', '10 of Spades', '7 of Spades']",93,True
Queen of Hearts,"['Queen of Hearts', '6 of Diamonds', 'Ace of Spades', 'Queen of Diamonds', 'Jack of Spades', 'Ace of Clubs', '8 of Clubs', 'Jack of Diamonds', '6 of Spades', '10 of Spades', '7 of Spades', 'King of Spades']",65,True
Queen of Hearts,"['Queen of Hearts', '6 of Diamonds', 'Ace of Spades', 'Queen of Diamonds', 'Jack of Spades', 'Ace of Clubs', '8 of Clubs', 'Jack of Diamonds', '6 of Spades', '10 of Spades', '7 of Spades', 'King of Spades']",0,True
Queen of Hearts,"['Queen of Hearts', '6 of Diamonds', 'Ace of Spades', 'Queen of Diamonds', 'Jack of Spades', 'Ace of Clubs', '8 of Clubs', 'Jack of Diamonds', '6 of Spades', '10 of Spades', '7 of Spades', 'King of Spades']",34,True
Queen of Hearts,"['Queen of Hearts', '6 of Diamonds', 'Ace of Spades', 'Queen of Diamonds', 'Jack of Spades', 'Ace of Clubs', '8 of Clubs', 'Jack of Diamonds', '6 of Spades', '10 of Spades', '7 of Spades', 'King of Spades']",0,True
7 of Clubs,"['7 of Clubs', '4 of Spades', '6 of Clubs', '4 of Diamonds', 'Jack of Hearts', 'Queen of Spades', 'King of Diamonds', '6 of Spades', '9 of Spades', '7 of Spades', '2 of Clubs']",97,True
7 of Clubs,"['7 of Clubs', '4 of Spades', '6 of Clubs', '4 of Diamonds', 'Jack of Hearts', 'Queen of Spades', 'King of Diamonds', '6 of Spades', '9 of Spades', '7 of Spades', '2 of Clubs', 'Ace of Hearts', 'Ace of Diamonds', '2 of Hearts', '3 of Hearts']",66,False
7 of Clubs,"['7 of Clubs', '4 of Spades', '6 of Clubs', '4 of Diamonds', 'Jack of Hearts', 'Queen of Spades', 'King of Diamonds', '6 of Spades', '9 of Spades', '7 of Spades', '2 of Clubs', 'Ace of Hearts', 'Ace of Diamonds', '2 of Hearts', '3 of Hearts', '10 of Hearts']",0,True
7 of Clubs,"['7 of Clubs', '4 of Spades', '6 of Clubs', '4 of Diamonds', 'Jack of Hearts', 'Queen of Spades', 'King of Diamonds', '6 of Spades', '9 of Spades', '7 of Spades', '2 of Clubs', 'Ace of Hearts', 'Ace of Diamonds', '2 of Hearts', '3 of Hearts', '10 of Hearts']",35,False
7 of Clubs,"['7 of Clubs', '4 of Spades', '6 of Clubs', '4 of Diamonds', 'Jack of Hearts', 'Queen of Spades', 'King of Diamonds', '6 of Spades', '9 of Spades', '7 of Spades', '2 of Clubs', 'Ace of Hearts', 'Ace of Diamonds', '2 of Hearts', '3 of Hearts', '10 of Hearts', 'King of Clubs']",0,True
7 of Spades,"['7 of Spades', 'King of Clubs', '7 of Hearts', '3 of Hearts', 'Jack of Clubs', '5 of Spades', 'Queen of Clubs', '3 of Spades', '9 of Hearts', '2 of Spades', '8 of Spades']",97,False
7 of Spades,"['7 of Spades', 'King of Clubs', '7 of Hearts', '3 of Hearts', 'Jack of Clubs', '5 of Spades', 'Queen of Clubs', '3 of Spades', '9 of Hearts', '2 of Spades', '8 of Spades']",68,True
7 of Spades,"['7 of Spades', 'King of Clubs', '7 of Hearts', '3 of Hearts', 'Jack of Clubs', '5 of Spades', 'Queen of Clubs', '3 of Spades', '9 of Hearts', '2 of Spades', '8 of Spades', 'Ace of Hearts', '4 of Hearts']",0,False
7 of Spades,"['7 of Spades', 'King of Clubs', '7 of Hearts', '3 of Hearts', 'Jack of Clubs', '5 of Spades', 'Queen of Clubs', '3 of Spades', '9 of Hearts', '2 of Spades', '8 of Spades', 'Ace of Hearts', '4 of Hearts']",36,True
7 of Spades,"['7 of Spades', 'King of Clubs', '7 of Hearts', '3 of Hearts', 'Jack of Clubs', '5 of Spades', 'Queen of Clubs', '3 of Spades', '9 of Hearts', '2 of Spades', '8 of Spades', 'Ace of Hearts', '4 of Hearts', '7 of Clubs']",0,False
7 of Clubs,"['7 of Clubs', '5 of Hearts', 'Ace of Diamonds', '8 of Spades', '7 of Spades', 'King of Spades', 'Queen of Spades', '4 of Diamonds', '10 of Diamonds', '6 of Spades', '2 of Spades']",99,False
7 of Clubs,"['7 of Clubs', '5 of Hearts', 'Ace of Diamonds', '8 of Spades', '7 of Spades', 'King of Spades', 'Queen of Spades', '4 of Diamonds', '10 of Diamonds', '6 of Spades', '2 of Spades', 'Jack of Clubs', 'Queen of Hearts']",69,False
7 of Clubs,"['7 of Clubs', '5 of Hearts', 'Ace of Diamonds', '8 of Spades', '7 of Spades', 'King of Spades', 'Queen of Spades', '4 of Diamonds', '10 of Diamonds', '6 of Spades', '2 of Spades', 'Jack of Clubs', 'Queen of Hearts', 'Jack of Spades']",0,True
7 of Clubs,"['7 of Clubs', '5 of Hearts', 'Ace of Diamonds', '8 of Spades', '7 of Spades', 'King of Spades', 'Queen of Spades', '4 of Diamonds', '10 of Diamonds', '6 of Spades', '2 of Spades', 'Jack of Clubs', 'Queen of Hearts', 'Jack of Spades']",37,False
7 of Clubs,"['7 of Clubs', '5 of Hearts', 'Ace of Diamonds', '8 of Spades', '7 of Spades', 'King of Spades', 'Queen of Spades', '4 of Diamonds', '10 of Diamonds', '6 of Spades', '2 of Spades', 'Jack of Clubs', 'Queen of Hearts', 'Jack of Spades', '4 of Spades']",0,False
5 of Clubs,"['5 of Clubs', '6 of Spades', '3 of Clubs', '4 of Hearts', '7 of Diamonds', '7 of Clubs', 'Jack of Spades', 'King of Spades', '4 of Clubs', '8 of Diamonds', '6 of Diamonds']",100,True
5 of Clubs,"['5 of Clubs', '6 of Spades', '3 of Clubs', '4 of Hearts', '7 of Diamonds', '7 of Clubs', 'Jack of Spades', 'King of Spades', '4 of Clubs', '8 of Diamonds', '6 of Diamonds', '10 of Spades']",70,True
5 of Clubs,"['5 of Clubs', '6 of Spades', '3 of Clubs', '4 of Hearts', '7 of Diamonds', '7 of Clubs', 'Jack of Spades', 'King of Spades', '4 of Clubs', '8 of Diamonds', '6 of Diamonds', '10 of Spades', '10 of Diamonds']",0,True
5 of Clubs,"['5 of Clubs', '6 of Spades', '3 of Clubs', '4 of Hearts', '7 of Diamonds', '7 of Clubs', 'Jack of Spades', 'King of Spades', '4 of Clubs', '8 of Diamonds', '6 of Diamonds', '10 of Spades', '10 of Diamonds']",38,False
5 of Clubs,"['5 of Clubs', '6 of Spades', '3 of Clubs', '4 of Hearts', '7 of Diamonds', '7 of Clubs', 'Jack of Spades', 'King of Spades', '4 of Clubs', '8 of Diamonds', '6 of Diamonds', '10 of Spades', '10 of Diamonds', '8 of Spades']",0,True
Jack of Spades,"['Jack of Spades', '4 of Hearts', '5 of Hearts', '10 of Hearts', '9 of Diamonds', 'Ace of Hearts', '7 of Hearts', '4 of Spades', 'Ace of Spades', '5 of Clubs', '3 of Spades']",103,False
Jack of Spades,"['Jack of Spades', '4 of Hearts', '5 of Hearts', '10 of Hearts', '9 of Diamonds', 'Ace of Hearts', '7 of Hearts', '4 of Spades', 'Ace of Spades', '5 of Clubs', '3 of Spades', 'Ace of Clubs', '2 of Hearts', 'King of Diamonds']",70,False
Jack of Spades,"['Jack of Spades', '4 of Hearts', '5 of Hearts', '10 of Hearts', '9 of Diamonds', 'Ace of Hearts', '7 of Hearts', '4 of Spades', 'Ace of Spades', '5 of Clubs', '3 of Spades', 'Ace of Clubs', '2 of Hearts', 'King of Diamonds']",0,False
Jack of Spades,"['Jack of Spades', '4 of Hearts', '5 of Hearts', '10 of Hearts', '9 of Diamonds', 'Ace of Hearts', '7 of Hearts', '4 of Spades', 'Ace of Spades', '5 of Clubs', '3 of Spades', 'Ace of Clubs', '2 of Hearts', 'King of Diamonds']",40,False
Jack of Spades,"['Jack of Spades', '4 of Hearts', '5 of Hearts', '10 of Hearts', '9 of Diamonds', 'Ace of Hearts', '7 of Hearts', '4 of Spades', 'Ace of Spades', '5 of Clubs', '3 of Spades', 'Ace of Clubs', '2 of Hearts', 'King of Diamonds', '8 of Diamonds', '3 of Clubs']",0,False
Ace of Diamonds,"['Ace of Diamonds', '5 of Spades', '9 of Spades', 'Queen of Diamonds', '7 of Hearts', '2 of Hearts', '7 of Spades', '4 of Clubs', '7 of Clubs', '7 of Diamonds', '10 of Spades']",104,True
Ace of Diamonds,"['Ace of Diamonds', '5 of Spades', '9 of Spades', 'Queen of Diamonds', '7 of Hearts', '2 of Hearts', '7 of Spades', '4 of Clubs', '7 of Clubs', '7 of Diamonds', '10 of Spades', '5 of Diamonds']",70,True
Ace of Diamonds,"['Ace of Diamonds', '5 of Spades', '9 of Spades', 'Queen of Diamonds', '7 of Hearts', '2 of Hearts', '7 of Spades', '4 of Clubs', '7 of Clubs', '7 of Diamonds', '10 of Spades', '5 of Diamonds']",0,True
Ace of Diamonds,"['Ace of Diamonds', '5 of Spades', '9 of Spades', 'Queen of Diamonds', '7 of Hearts', '2 of Hearts', '7 of Spades', '4 of Clubs', '7 of Clubs', '7 of Diamonds', '10 of Spades', '5 of Diamonds']",41,True
Ace of Diamonds,"['Ace of Diamonds', '5 of Spades', '9 of Spades', 'Queen of Diamonds', '7 of Hearts', '2 of Hearts', '7 of Spades', '4 of Clubs', '7 of Clubs', '7 of Diamonds', '10 of Spades', '5 of Diamonds', 'King of Spades']",0,True
9 of Clubs,"['9 of Clubs', 'King of Diamonds', '2 of Clubs', 'Ace of Spades', '7 of Spades', '6 of Diamonds', '3 of Hearts', 'Jack of Clubs', 'Jack of Hearts', 'Ace of Hearts', '2 of Diamonds']",105,False
9 of Clubs,"['9 of Clubs', 'King of Diamonds', '2 of Clubs', 'Ace of Spades', '7 of Spades', '6 of Diamonds', '3 of Hearts', 'Jack of Clubs', 'Jack of Hearts', 'Ace of Hearts', '2 of Diamonds', '6 of Hearts']",72,True
9 of Clubs,"['9 of Clubs', 'King of Diamonds', '2 of Clubs', 'Ace of Spades', '7 of Spades', '6 of Diamonds', '3 of Hearts', 'Jack of Clubs', 'Jack of Hearts', 'Ace of Hearts', '2 of Diamonds', '6 of Hearts', '7 of Diamonds', '5 of Clubs']",0,False
9 of Clubs,"['9 of Clubs', 'King of Diamonds', '2 of Clubs', 'Ace of Spades', '7 of Spades', '6 of Diamonds', '3 of Hearts', 'Jack of Clubs', 'Jack of Hearts', 'Ace of Hearts', '2 of Diamonds', '6 of Hearts', '7 of Diamonds', '5 of Clubs']",41,False
9 of Clubs,"['9 of Clubs', 'King of Diamonds', '2 of Clubs', 'Ace of Spades', '7 of Spades', '6 of Diamonds', '3 of Hearts', 'Jack of Clubs', 'Jack of Hearts', 'Ace of Hearts', '2 of Diamonds', '6 of Hearts', '7 of Diamonds', '5 of Clubs']",0,False
5 of Spades,"['5 of Spades', '10 of Clubs', '2 of Spades', '4 of Diamonds', 'King of Clubs', 'Queen of Hearts', '8 of Spades', '9 of Spades', '8 of Diamonds', '4 of Hearts', '6 of Spades']",106,False
5 of Spades,"['5 of Spades', '10 of Clubs', '2 of Spades', '4 of Diamonds', 'King of Clubs', 'Queen of Hearts', '8 of Spades', '9 of Spades', '8 of Diamonds', '4 of Hearts', '6 of Spades', '7 of Diamonds']",72,False
5 of Spades,"['5 of Spades', '10 of Clubs', '2 of Spades', '4 of Diamonds', 'King of Clubs', 'Queen of Hearts', '8 of Spades', '9 of Spades', '8 of Diamonds', '4 of Hearts', '6 of Spades', '7 of Diamonds']",0,False
5 of Spades,"['5 of Spades', '10 of Clubs', '2 of Spades', '4 of Diamonds', 'King of Clubs', 'Queen of Hearts', '8 of Spades', '9 of Spades', '8 of Diamonds', '4 of Hearts', '6 of Spades', '7 of Diamonds']",41,False
5 of Spades,"['5 of Spades', '10 of Clubs', '2 of Spades', '4 of Diamonds', 'King of Clubs', 'Queen of Hearts', '8 of Spades', '9 of Spades', '8 of Diamonds', '4 of Hearts', '6 of Spades', '7 of Diamonds']",0,False
10 of Spades,"['10 of Spades', '10 of Diamonds', '2 of Spades', '6 of Spades', '6 of Hearts', 'King of Clubs', '7 of Spades', '2 of Clubs', '8 of Hearts', '9 of Spades', 'Jack of Spades']",108,False
10 of Spades,"['10 of Spades', '10 of Diamonds', '2 of Spades', '6 of Spades', '6 of Hearts', 'King of Clubs', '7 of Spades', '2 of Clubs', '8 of Hearts', '9 of Spades', 'Jack of Spades', '3 of Hearts', 'Jack of Diamonds']",77,True
